#Airplane
ap.boardingTime	Double	35	mins
p195.updateLight	String	false	boolean
p195.updateBillboard	String	false	boolean
#Passenger p196
p196.traffic	String	true	boolean
p196.flightNo	String	CZ3265	unit
p196.fee	Double	0	yuan
p196.light	Double	7	degree
p196.hasCheckinLuggage	String	true	boolean
p196.hasDanger	String	false	boolean
p196.updateLight	String	false	boolean
p196.updateBillboard	String	false	boolean
#Passenger p197
p197.traffic	String	true	boolean
p197.flightNo	String	CZ3265	unit
p197.fee	Double	0	yuan
p197.light	Double	2	degree
p197.hasCheckinLuggage	String	true	boolean
p197.hasDanger	String	false	boolean
p197.updateLight	String	false	boolean
p197.updateBillboard	String	false	boolean
#Passenger p198
p198.traffic	String	true	boolean
p198.flightNo	String	CZ3265	unit
p198.fee	Double	0	yuan
p198.light	Double	6	degree
p198.hasCheckinLuggage	String	true	boolean
p198.hasDanger	String	false	boolean
p198.updateLight	String	false	boolean
p198.updateBillboard	String	false	boolean
#Passenger p199
p199.traffic	String	true	boolean
p199.flightNo	String	CZ3265	unit
p199.fee	Double	0	yuan
p199.light	Double	9	degree
p199.hasCheckinLuggage	String	true	boolean
p199.hasDanger	String	false	boolean
p199.updateLight	String	false	boolean
p199.updateBillboard	String	false	boolean
#Passenger p200
p200.traffic	String	true	boolean
p200.flightNo	String	CZ3265	unit
p200.fee	Double	0	yuan
p200.light	Double	4	degree
p200.hasCheckinLuggage	String	true	boolean
p200.hasDanger	String	false	boolean
p200.updateLight	String	false	boolean
p200.updateBillboard	String	false	boolean
#Passenger p201
p201.traffic	String	true	boolean
p201.flightNo	String	CZ3265	unit
p201.fee	Double	0	yuan
p201.light	Double	8	degree
p201.hasCheckinLuggage	String	true	boolean
p201.hasDanger	String	true	boolean
p201.updateLight	String	false	boolean
p201.updateBillboard	String	false	boolean
#Passenger p202
p202.traffic	String	false	boolean
p202.flightNo	String	CZ3265	unit
p202.fee	Double	0	yuan
p202.light	Double	2	degree
p202.hasCheckinLuggage	String	true	boolean
p202.hasDanger	String	true	boolean
p202.updateLight	String	false	boolean
p202.updateBillboard	String	false	boolean
#Passenger p203
p203.traffic	String	true	boolean
p203.flightNo	String	CZ3265	unit
p203.fee	Double	0	yuan
p203.light	Double	8	degree
p203.hasCheckinLuggage	String	true	boolean
p203.hasDanger	String	false	boolean
p203.updateLight	String	false	boolean
p203.updateBillboard	String	false	boolean
#Passenger p204
p204.traffic	String	true	boolean
p204.flightNo	String	CZ3265	unit
p204.fee	Double	0	yuan
p204.light	Double	3	degree
p204.hasCheckinLuggage	String	true	boolean
p204.hasDanger	String	false	boolean
p204.updateLight	String	false	boolean
p204.updateBillboard	String	false	boolean
#Passenger p205
p205.traffic	String	true	boolean
p205.flightNo	String	CZ3265	unit
p205.fee	Double	0	yuan
p205.light	Double	3	degree
p205.hasCheckinLuggage	String	true	boolean
p205.hasDanger	String	false	boolean
p205.updateLight	String	false	boolean
p205.updateBillboard	String	false	boolean
#Passenger p206
p206.traffic	String	true	boolean
p206.flightNo	String	CZ3265	unit
p206.fee	Double	0	yuan
p206.light	Double	3	degree
p206.hasCheckinLuggage	String	true	boolean
p206.hasDanger	String	false	boolean
p206.updateLight	String	false	boolean
p206.updateBillboard	String	false	boolean
#Passenger p207
p207.traffic	String	true	boolean
p207.flightNo	String	CZ3265	unit
p207.fee	Double	0	yuan
p207.light	Double	1	degree
p207.hasCheckinLuggage	String	true	boolean
p207.hasDanger	String	false	boolean
p207.updateLight	String	false	boolean
p207.updateBillboard	String	false	boolean
#Passenger p208
p208.traffic	String	true	boolean
p208.flightNo	String	CZ3265	unit
p208.fee	Double	0	yuan
p208.light	Double	1	degree
p208.hasCheckinLuggage	String	true	boolean
p208.hasDanger	String	false	boolean
p208.updateLight	String	false	boolean
p208.updateBillboard	String	false	boolean
#Passenger p209
p209.traffic	String	true	boolean
p209.flightNo	String	CZ3265	unit
p209.fee	Double	0	yuan
p209.light	Double	7	degree
p209.hasCheckinLuggage	String	true	boolean
p209.hasDanger	String	false	boolean
p209.updateLight	String	false	boolean
p209.updateBillboard	String	false	boolean
#Passenger p210
p210.traffic	String	true	boolean
p210.flightNo	String	CZ3265	unit
p210.fee	Double	0	yuan
p210.light	Double	10	degree
p210.hasCheckinLuggage	String	true	boolean
p210.hasDanger	String	false	boolean
p210.updateLight	String	false	boolean
p210.updateBillboard	String	false	boolean
#Passenger p211
p211.traffic	String	true	boolean
p211.flightNo	String	CZ3265	unit
p211.fee	Double	0	yuan
p211.light	Double	4	degree
p211.hasCheckinLuggage	String	true	boolean
p211.hasDanger	String	false	boolean
p211.updateLight	String	false	boolean
p211.updateBillboard	String	false	boolean
#Passenger p212
p212.traffic	String	true	boolean
p212.flightNo	String	CZ3265	unit
p212.fee	Double	0	yuan
p212.light	Double	3	degree
p212.hasCheckinLuggage	String	true	boolean
p212.hasDanger	String	false	boolean
p212.updateLight	String	false	boolean
p212.updateBillboard	String	false	boolean
#Passenger p213
p213.traffic	String	true	boolean
p213.flightNo	String	CZ3265	unit
p213.fee	Double	0	yuan
p213.light	Double	8	degree
p213.hasCheckinLuggage	String	true	boolean
p213.hasDanger	String	false	boolean
p213.updateLight	String	false	boolean
p213.updateBillboard	String	false	boolean
#Passenger p214
p214.traffic	String	true	boolean
p214.flightNo	String	CZ3265	unit
p214.fee	Double	0	yuan
p214.light	Double	8	degree
p214.hasCheckinLuggage	String	true	boolean
p214.hasDanger	String	false	boolean
p214.updateLight	String	false	boolean
p214.updateBillboard	String	false	boolean
#Passenger p215
p215.traffic	String	true	boolean
p215.flightNo	String	CZ3265	unit
p215.fee	Double	0	yuan
p215.light	Double	2	degree
p215.hasCheckinLuggage	String	true	boolean
p215.hasDanger	String	false	boolean
p215.updateLight	String	false	boolean
p215.updateBillboard	String	false	boolean
#Passenger p216
p216.traffic	String	true	boolean
p216.flightNo	String	CZ3265	unit
p216.fee	Double	0	yuan
p216.light	Double	3	degree
p216.hasCheckinLuggage	String	true	boolean
p216.hasDanger	String	false	boolean
p216.updateLight	String	false	boolean
p216.updateBillboard	String	false	boolean
#Passenger p217
p217.traffic	String	true	boolean
p217.flightNo	String	CZ3265	unit
p217.fee	Double	0	yuan
p217.light	Double	9	degree
p217.hasCheckinLuggage	String	true	boolean
p217.hasDanger	String	false	boolean
p217.updateLight	String	false	boolean
p217.updateBillboard	String	false	boolean
#Passenger p218
p218.traffic	String	true	boolean
p218.flightNo	String	CZ3265	unit
p218.fee	Double	0	yuan
p218.light	Double	5	degree
p218.hasCheckinLuggage	String	true	boolean
p218.hasDanger	String	false	boolean
p218.updateLight	String	false	boolean
p218.updateBillboard	String	false	boolean
#Passenger p219
p219.traffic	String	true	boolean
p219.flightNo	String	CZ3265	unit
p219.fee	Double	0	yuan
p219.light	Double	3	degree
p219.hasCheckinLuggage	String	true	boolean
p219.hasDanger	String	false	boolean
p219.updateLight	String	false	boolean
p219.updateBillboard	String	false	boolean
#Passenger p220
p220.traffic	String	true	boolean
p220.flightNo	String	CZ3265	unit
p220.fee	Double	0	yuan
p220.light	Double	1	degree
p220.hasCheckinLuggage	String	true	boolean
p220.hasDanger	String	false	boolean
p220.updateLight	String	false	boolean
p220.updateBillboard	String	false	boolean
#Passenger p221
p221.traffic	String	true	boolean
p221.flightNo	String	CZ3265	unit
p221.fee	Double	0	yuan
p221.light	Double	7	degree
p221.hasCheckinLuggage	String	false	boolean
p221.hasDanger	String	true	boolean
p221.updateLight	String	false	boolean
p221.updateBillboard	String	false	boolean
#Passenger p222
p222.traffic	String	false	boolean
p222.flightNo	String	CZ3265	unit
p222.fee	Double	0	yuan
p222.light	Double	9	degree
p222.hasCheckinLuggage	String	true	boolean
p222.hasDanger	String	false	boolean
p222.updateLight	String	false	boolean
p222.updateBillboard	String	false	boolean
#Passenger p223
p223.traffic	String	false	boolean
p223.flightNo	String	CZ3265	unit
p223.fee	Double	0	yuan
p223.light	Double	10	degree
p223.hasCheckinLuggage	String	true	boolean
p223.hasDanger	String	false	boolean
p223.updateLight	String	false	boolean
p223.updateBillboard	String	false	boolean
#Passenger p224
p224.traffic	String	false	boolean
p224.flightNo	String	CZ3265	unit
p224.fee	Double	0	yuan
p224.light	Double	6	degree
p224.hasCheckinLuggage	String	true	boolean
p224.hasDanger	String	false	boolean
p224.updateLight	String	false	boolean
p224.updateBillboard	String	false	boolean
#Passenger p225
p225.traffic	String	false	boolean
p225.flightNo	String	CZ3265	unit
p225.fee	Double	0	yuan
p225.light	Double	5	degree
p225.hasCheckinLuggage	String	true	boolean
p225.hasDanger	String	false	boolean
p225.updateLight	String	false	boolean
p225.updateBillboard	String	false	boolean
#Passenger p226
p226.traffic	String	false	boolean
p226.flightNo	String	CZ3265	unit
p226.fee	Double	0	yuan
p226.light	Double	6	degree
p226.hasCheckinLuggage	String	true	boolean
p226.hasDanger	String	false	boolean
p226.updateLight	String	false	boolean
p226.updateBillboard	String	false	boolean
#Passenger p227
p227.traffic	String	false	boolean
p227.flightNo	String	CZ3265	unit
p227.fee	Double	0	yuan
p227.light	Double	3	degree
p227.hasCheckinLuggage	String	true	boolean
p227.hasDanger	String	false	boolean
p227.updateLight	String	false	boolean
p227.updateBillboard	String	false	boolean
#Passenger p228
p228.traffic	String	false	boolean
p228.flightNo	String	CZ3265	unit
p228.fee	Double	0	yuan
p228.light	Double	2	degree
p228.hasCheckinLuggage	String	true	boolean
p228.hasDanger	String	false	boolean
p228.updateLight	String	false	boolean
p228.updateBillboard	String	false	boolean
#Passenger p229
p229.traffic	String	false	boolean
p229.flightNo	String	CZ3265	unit
p229.fee	Double	0	yuan
p229.light	Double	7	degree
p229.hasCheckinLuggage	String	true	boolean
p229.hasDanger	String	false	boolean
p229.updateLight	String	false	boolean
p229.updateBillboard	String	false	boolean
#Passenger p230
p230.traffic	String	false	boolean
p230.flightNo	String	CZ3265	unit
p230.fee	Double	0	yuan
p230.light	Double	7	degree
p230.hasCheckinLuggage	String	true	boolean
p230.hasDanger	String	false	boolean
p230.updateLight	String	false	boolean
p230.updateBillboard	String	false	boolean
#Passenger p231
p231.traffic	String	false	boolean
p231.flightNo	String	CZ3265	unit
p231.fee	Double	0	yuan
p231.light	Double	7	degree
p231.hasCheckinLuggage	String	true	boolean
p231.hasDanger	String	false	boolean
p231.updateLight	String	false	boolean
p231.updateBillboard	String	false	boolean
#Passenger p232
p232.traffic	String	false	boolean
p232.flightNo	String	CZ3265	unit
p232.fee	Double	0	yuan
p232.light	Double	4	degree
p232.hasCheckinLuggage	String	true	boolean
p232.hasDanger	String	false	boolean
p232.updateLight	String	false	boolean
p232.updateBillboard	String	false	boolean
#Passenger p233
p233.traffic	String	false	boolean
p233.flightNo	String	CZ3265	unit
p233.fee	Double	0	yuan
p233.light	Double	1	degree
p233.hasCheckinLuggage	String	true	boolean
p233.hasDanger	String	false	boolean
p233.updateLight	String	false	boolean
p233.updateBillboard	String	false	boolean
#Passenger p234
p234.traffic	String	false	boolean
p234.flightNo	String	CZ3265	unit
p234.fee	Double	0	yuan
p234.light	Double	4	degree
p234.hasCheckinLuggage	String	true	boolean
p234.hasDanger	String	false	boolean
p234.updateLight	String	false	boolean
p234.updateBillboard	String	false	boolean
#Passenger p235
p235.traffic	String	false	boolean
p235.flightNo	String	CZ3265	unit
p235.fee	Double	0	yuan
p235.light	Double	3	degree
p235.hasCheckinLuggage	String	true	boolean
p235.hasDanger	String	false	boolean
p235.updateLight	String	false	boolean
p235.updateBillboard	String	false	boolean
#Passenger p236
p236.traffic	String	false	boolean
p236.flightNo	String	CZ3265	unit
p236.fee	Double	0	yuan
p236.light	Double	5	degree
p236.hasCheckinLuggage	String	true	boolean
p236.hasDanger	String	false	boolean
p236.updateLight	String	false	boolean
p236.updateBillboard	String	false	boolean
#Passenger p237
p237.traffic	String	false	boolean
p237.flightNo	String	CZ3265	unit
p237.fee	Double	0	yuan
p237.light	Double	7	degree
p237.hasCheckinLuggage	String	true	boolean
p237.hasDanger	String	false	boolean
p237.updateLight	String	false	boolean
p237.updateBillboard	String	false	boolean
#Passenger p238
p238.traffic	String	false	boolean
p238.flightNo	String	CZ3265	unit
p238.fee	Double	0	yuan
p238.light	Double	4	degree
p238.hasCheckinLuggage	String	true	boolean
p238.hasDanger	String	false	boolean
p238.updateLight	String	false	boolean
p238.updateBillboard	String	false	boolean
#Passenger p239
p239.traffic	String	false	boolean
p239.flightNo	String	CZ3265	unit
p239.fee	Double	0	yuan
p239.light	Double	1	degree
p239.hasCheckinLuggage	String	true	boolean
p239.hasDanger	String	false	boolean
p239.updateLight	String	false	boolean
p239.updateBillboard	String	false	boolean
#Passenger p240
p240.traffic	String	false	boolean
p240.flightNo	String	CZ3265	unit
p240.fee	Double	0	yuan
p240.light	Double	10	degree
p240.hasCheckinLuggage	String	true	boolean
p240.hasDanger	String	false	boolean
p240.updateLight	String	false	boolean
p240.updateBillboard	String	false	boolean
#Passenger p241
p241.traffic	String	false	boolean
p241.flightNo	String	CZ3265	unit
p241.fee	Double	0	yuan
p241.light	Double	10	degree
p241.hasCheckinLuggage	String	true	boolean
p241.hasDanger	String	false	boolean
p241.updateLight	String	false	boolean
p241.updateBillboard	String	false	boolean
#Passenger p242
p242.traffic	String	false	boolean
p242.flightNo	String	CZ3265	unit
p242.fee	Double	0	yuan
p242.light	Double	9	degree
p242.hasCheckinLuggage	String	true	boolean
p242.hasDanger	String	false	boolean
p242.updateLight	String	false	boolean
p242.updateBillboard	String	false	boolean
#Passenger p243
p243.traffic	String	false	boolean
p243.flightNo	String	CZ3265	unit
p243.fee	Double	0	yuan
p243.light	Double	9	degree
p243.hasCheckinLuggage	String	true	boolean
p243.hasDanger	String	false	boolean
p243.updateLight	String	false	boolean
p243.updateBillboard	String	false	boolean
#Passenger p244
p244.traffic	String	false	boolean
p244.flightNo	String	CZ3265	unit
p244.fee	Double	0	yuan
p244.light	Double	1	degree
p244.hasCheckinLuggage	String	true	boolean
p244.hasDanger	String	false	boolean
p244.updateLight	String	false	boolean
p244.updateBillboard	String	false	boolean
#Passenger p245
p245.traffic	String	false	boolean
p245.flightNo	String	CZ3265	unit
p245.fee	Double	0	yuan
p245.light	Double	6	degree
p245.hasCheckinLuggage	String	true	boolean
p245.hasDanger	String	false	boolean
p245.updateLight	String	false	boolean
p245.updateBillboard	String	false	boolean
#Passenger p246
p246.traffic	String	false	boolean
p246.flightNo	String	CZ3265	unit
p246.fee	Double	0	yuan
p246.light	Double	4	degree
p246.hasCheckinLuggage	String	true	boolean
p246.hasDanger	String	false	boolean
p246.updateLight	String	false	boolean
p246.updateBillboard	String	false	boolean
#Passenger p247
p247.traffic	String	false	boolean
p247.flightNo	String	CZ3265	unit
p247.fee	Double	0	yuan
p247.light	Double	5	degree
p247.hasCheckinLuggage	String	true	boolean
p247.hasDanger	String	false	boolean
p247.updateLight	String	false	boolean
p247.updateBillboard	String	false	boolean
#Passenger p248
p248.traffic	String	false	boolean
p248.flightNo	String	CZ3265	unit
p248.fee	Double	0	yuan
p248.light	Double	8	degree
p248.hasCheckinLuggage	String	true	boolean
p248.hasDanger	String	false	boolean
p248.updateLight	String	false	boolean
p248.updateBillboard	String	false	boolean
#Passenger p249
p249.traffic	String	false	boolean
p249.flightNo	String	CZ3265	unit
p249.fee	Double	0	yuan
p249.light	Double	10	degree
p249.hasCheckinLuggage	String	true	boolean
p249.hasDanger	String	false	boolean
p249.updateLight	String	false	boolean
p249.updateBillboard	String	false	boolean
#Passenger p250
p250.traffic	String	false	boolean
p250.flightNo	String	CZ3265	unit
p250.fee	Double	0	yuan
p250.light	Double	8	degree
p250.hasCheckinLuggage	String	true	boolean
p250.hasDanger	String	false	boolean
p250.updateLight	String	false	boolean
p250.updateBillboard	String	false	boolean
#Passenger p251
p251.traffic	String	false	boolean
p251.flightNo	String	CZ3265	unit
p251.fee	Double	0	yuan
p251.light	Double	1	degree
p251.hasCheckinLuggage	String	true	boolean
p251.hasDanger	String	false	boolean
p251.updateLight	String	false	boolean
p251.updateBillboard	String	false	boolean
#Passenger p252
p252.traffic	String	false	boolean
p252.flightNo	String	CZ3265	unit
p252.fee	Double	0	yuan
p252.light	Double	10	degree
p252.hasCheckinLuggage	String	true	boolean
p252.hasDanger	String	false	boolean
p252.updateLight	String	false	boolean
p252.updateBillboard	String	false	boolean
#Passenger p253
p253.traffic	String	false	boolean
p253.flightNo	String	CZ3265	unit
p253.fee	Double	0	yuan
p253.light	Double	4	degree
p253.hasCheckinLuggage	String	true	boolean
p253.hasDanger	String	false	boolean
p253.updateLight	String	false	boolean
p253.updateBillboard	String	false	boolean
#Passenger p254
p254.traffic	String	false	boolean
p254.flightNo	String	CZ3265	unit
p254.fee	Double	0	yuan
p254.light	Double	3	degree
p254.hasCheckinLuggage	String	false	boolean
p254.hasDanger	String	true	boolean
p254.updateLight	String	false	boolean
p254.updateBillboard	String	false	boolean
#Passenger p255
p255.traffic	String	true	boolean
p255.flightNo	String	CZ3265	unit
p255.fee	Double	0	yuan
p255.light	Double	10	degree
p255.hasCheckinLuggage	String	false	boolean
p255.hasDanger	String	false	boolean
p255.updateLight	String	false	boolean
p255.updateBillboard	String	false	boolean
#Passenger p256
p256.traffic	String	true	boolean
p256.flightNo	String	CZ3265	unit
p256.fee	Double	0	yuan
p256.light	Double	6	degree
p256.hasCheckinLuggage	String	false	boolean
p256.hasDanger	String	false	boolean
p256.updateLight	String	false	boolean
p256.updateBillboard	String	false	boolean
#Passenger p257
p257.traffic	String	true	boolean
p257.flightNo	String	CZ3265	unit
p257.fee	Double	0	yuan
p257.light	Double	1	degree
p257.hasCheckinLuggage	String	false	boolean
p257.hasDanger	String	false	boolean
p257.updateLight	String	false	boolean
p257.updateBillboard	String	false	boolean
#Passenger p258
p258.traffic	String	true	boolean
p258.flightNo	String	CZ3265	unit
p258.fee	Double	0	yuan
p258.light	Double	9	degree
p258.hasCheckinLuggage	String	false	boolean
p258.hasDanger	String	false	boolean
p258.updateLight	String	false	boolean
p258.updateBillboard	String	false	boolean
#Passenger p259
p259.traffic	String	true	boolean
p259.flightNo	String	CZ3265	unit
p259.fee	Double	0	yuan
p259.light	Double	6	degree
p259.hasCheckinLuggage	String	false	boolean
p259.hasDanger	String	false	boolean
p259.updateLight	String	false	boolean
p259.updateBillboard	String	false	boolean
#Passenger p260
p260.traffic	String	true	boolean
p260.flightNo	String	CZ3265	unit
p260.fee	Double	0	yuan
p260.light	Double	4	degree
p260.hasCheckinLuggage	String	false	boolean
p260.hasDanger	String	false	boolean
p260.updateLight	String	false	boolean
p260.updateBillboard	String	false	boolean
#Passenger p261
p261.traffic	String	false	boolean
p261.flightNo	String	CZ3265	unit
p261.fee	Double	0	yuan
p261.light	Double	7	degree
p261.hasCheckinLuggage	String	false	boolean
p261.hasDanger	String	false	boolean
p261.updateLight	String	false	boolean
p261.updateBillboard	String	false	boolean
#Passenger p262
p262.traffic	String	false	boolean
p262.flightNo	String	CZ3265	unit
p262.fee	Double	0	yuan
p262.light	Double	10	degree
p262.hasCheckinLuggage	String	false	boolean
p262.hasDanger	String	false	boolean
p262.updateLight	String	false	boolean
p262.updateBillboard	String	false	boolean
#Passenger p263
p263.traffic	String	false	boolean
p263.flightNo	String	CZ3265	unit
p263.fee	Double	0	yuan
p263.light	Double	3	degree
p263.hasCheckinLuggage	String	false	boolean
p263.hasDanger	String	false	boolean
p263.updateLight	String	false	boolean
p263.updateBillboard	String	false	boolean
#Passenger p264
p264.traffic	String	false	boolean
p264.flightNo	String	CZ3265	unit
p264.fee	Double	0	yuan
p264.light	Double	7	degree
p264.hasCheckinLuggage	String	false	boolean
p264.hasDanger	String	false	boolean
p264.updateLight	String	false	boolean
p264.updateBillboard	String	false	boolean
#Passenger p265
p265.traffic	String	false	boolean
p265.flightNo	String	CZ3265	unit
p265.fee	Double	0	yuan
p265.light	Double	4	degree
p265.hasCheckinLuggage	String	false	boolean
p265.hasDanger	String	false	boolean
p265.updateLight	String	false	boolean
p265.updateBillboard	String	false	boolean
#Passenger p266
p266.traffic	String	false	boolean
p266.flightNo	String	CZ3265	unit
p266.fee	Double	0	yuan
p266.light	Double	5	degree
p266.hasCheckinLuggage	String	false	boolean
p266.hasDanger	String	false	boolean
p266.updateLight	String	false	boolean
p266.updateBillboard	String	false	boolean
#Passenger p267
p267.traffic	String	false	boolean
p267.flightNo	String	CZ3265	unit
p267.fee	Double	0	yuan
p267.light	Double	2	degree
p267.hasCheckinLuggage	String	false	boolean
p267.hasDanger	String	false	boolean
p267.updateLight	String	false	boolean
p267.updateBillboard	String	false	boolean
#Passenger p268
p268.traffic	String	false	boolean
p268.flightNo	String	CZ3265	unit
p268.fee	Double	0	yuan
p268.light	Double	2	degree
p268.hasCheckinLuggage	String	false	boolean
p268.hasDanger	String	false	boolean
p268.updateLight	String	false	boolean
p268.updateBillboard	String	false	boolean
#Passenger p269
p269.traffic	String	false	boolean
p269.flightNo	String	CZ3265	unit
p269.fee	Double	0	yuan
p269.light	Double	4	degree
p269.hasCheckinLuggage	String	false	boolean
p269.hasDanger	String	false	boolean
p269.updateLight	String	false	boolean
p269.updateBillboard	String	false	boolean
#Passenger p270
p270.traffic	String	false	boolean
p270.flightNo	String	CZ3265	unit
p270.fee	Double	0	yuan
p270.light	Double	5	degree
p270.hasCheckinLuggage	String	false	boolean
p270.hasDanger	String	false	boolean
p270.updateLight	String	false	boolean
p270.updateBillboard	String	false	boolean
#Passenger p271
p271.traffic	String	false	boolean
p271.flightNo	String	CZ3265	unit
p271.fee	Double	0	yuan
p271.light	Double	5	degree
p271.hasCheckinLuggage	String	false	boolean
p271.hasDanger	String	false	boolean
p271.updateLight	String	false	boolean
p271.updateBillboard	String	false	boolean
#Passenger p272
p272.traffic	String	false	boolean
p272.flightNo	String	CZ3265	unit
p272.fee	Double	0	yuan
p272.light	Double	5	degree
p272.hasCheckinLuggage	String	false	boolean
p272.hasDanger	String	false	boolean
p272.updateLight	String	false	boolean
p272.updateBillboard	String	false	boolean
#Passenger p273
p273.traffic	String	false	boolean
p273.flightNo	String	CZ3265	unit
p273.fee	Double	0	yuan
p273.light	Double	2	degree
p273.hasCheckinLuggage	String	false	boolean
p273.hasDanger	String	false	boolean
p273.updateLight	String	false	boolean
p273.updateBillboard	String	false	boolean
#Passenger p274
p274.traffic	String	false	boolean
p274.flightNo	String	CZ3265	unit
p274.fee	Double	0	yuan
p274.light	Double	4	degree
p274.hasCheckinLuggage	String	false	boolean
p274.hasDanger	String	false	boolean
p274.updateLight	String	false	boolean
p274.updateBillboard	String	false	boolean
#Passenger p275
p275.traffic	String	false	boolean
p275.flightNo	String	CZ3265	unit
p275.fee	Double	0	yuan
p275.light	Double	7	degree
p275.hasCheckinLuggage	String	false	boolean
p275.hasDanger	String	false	boolean
p275.updateLight	String	false	boolean
p275.updateBillboard	String	false	boolean
#Passenger p276
p276.traffic	String	false	boolean
p276.flightNo	String	CZ3265	unit
p276.fee	Double	0	yuan
p276.light	Double	3	degree
p276.hasCheckinLuggage	String	false	boolean
p276.hasDanger	String	false	boolean
p276.updateLight	String	false	boolean
p276.updateBillboard	String	false	boolean
#Passenger p277
p277.traffic	String	true	boolean
p277.flightNo	String	CZ3265	unit
p277.fee	Double	0	yuan
p277.light	Double	7	degree
p277.hasCheckinLuggage	String	true	boolean
p277.hasDanger	String	false	boolean
p277.updateLight	String	false	boolean
p277.updateBillboard	String	false	boolean
#Passenger p278
p278.traffic	String	false	boolean
p278.flightNo	String	CZ3265	unit
p278.fee	Double	0	yuan
p278.light	Double	2	degree
p278.hasCheckinLuggage	String	true	boolean
p278.hasDanger	String	false	boolean
p278.updateLight	String	false	boolean
p278.updateBillboard	String	false	boolean
#Passenger p279
p279.traffic	String	true	boolean
p279.flightNo	String	CZ3265	unit
p279.fee	Double	0	yuan
p279.light	Double	5	degree
p279.hasCheckinLuggage	String	false	boolean
p279.hasDanger	String	false	boolean
p279.updateLight	String	false	boolean
p279.updateBillboard	String	false	boolean
#Passenger p280
p280.traffic	String	false	boolean
p280.flightNo	String	CZ3265	unit
p280.fee	Double	0	yuan
p280.light	Double	2	degree
p280.hasCheckinLuggage	String	false	boolean
p280.hasDanger	String	false	boolean
p280.updateLight	String	false	boolean
p280.updateBillboard	String	false	boolean
#Passenger p281
p281.traffic	String	true	boolean
p281.flightNo	String	CZ3265	unit
p281.fee	Double	0	yuan
p281.light	Double	4	degree
p281.hasCheckinLuggage	String	true	boolean
p281.hasDanger	String	false	boolean
p281.updateLight	String	false	boolean
p281.updateBillboard	String	false	boolean
#Passenger p282
p282.traffic	String	true	boolean
p282.flightNo	String	CZ3265	unit
p282.fee	Double	0	yuan
p282.light	Double	8	degree
p282.hasCheckinLuggage	String	false	boolean
p282.hasDanger	String	false	boolean
p282.updateLight	String	false	boolean
p282.updateBillboard	String	false	boolean
#Passenger p283
p283.traffic	String	false	boolean
p283.flightNo	String	CZ3265	unit
p283.fee	Double	0	yuan
p283.light	Double	4	degree
p283.hasCheckinLuggage	String	true	boolean
p283.hasDanger	String	false	boolean
p283.updateLight	String	false	boolean
p283.updateBillboard	String	false	boolean
#Passenger p284
p284.traffic	String	true	boolean
p284.flightNo	String	CZ3265	unit
p284.fee	Double	0	yuan
p284.light	Double	6	degree
p284.hasCheckinLuggage	String	true	boolean
p284.hasDanger	String	false	boolean
p284.updateLight	String	false	boolean
p284.updateBillboard	String	false	boolean
#Passenger p285
p285.traffic	String	false	boolean
p285.flightNo	String	CZ3265	unit
p285.fee	Double	0	yuan
p285.light	Double	6	degree
p285.hasCheckinLuggage	String	true	boolean
p285.hasDanger	String	false	boolean
p285.updateLight	String	false	boolean
p285.updateBillboard	String	false	boolean
#Passenger p286
p286.traffic	String	true	boolean
p286.flightNo	String	CZ3265	unit
p286.fee	Double	0	yuan
p286.light	Double	4	degree
p286.hasCheckinLuggage	String	true	boolean
p286.hasDanger	String	true	boolean
p286.updateLight	String	false	boolean
p286.updateBillboard	String	false	boolean
#Passenger p287
p287.traffic	String	false	boolean
p287.flightNo	String	CZ3265	unit
p287.fee	Double	0	yuan
p287.light	Double	5	degree
p287.hasCheckinLuggage	String	true	boolean
p287.hasDanger	String	false	boolean
p287.updateLight	String	false	boolean
p287.updateBillboard	String	false	boolean
#Passenger p288
p288.traffic	String	false	boolean
p288.flightNo	String	CZ3265	unit
p288.fee	Double	0	yuan
p288.light	Double	9	degree
p288.hasCheckinLuggage	String	true	boolean
p288.hasDanger	String	false	boolean
p288.updateLight	String	false	boolean
p288.updateBillboard	String	false	boolean
#Passenger p289
p289.traffic	String	false	boolean
p289.flightNo	String	CZ3265	unit
p289.fee	Double	0	yuan
p289.light	Double	8	degree
p289.hasCheckinLuggage	String	true	boolean
p289.hasDanger	String	false	boolean
p289.updateLight	String	false	boolean
p289.updateBillboard	String	false	boolean
#Passenger p290
p290.traffic	String	false	boolean
p290.flightNo	String	CZ3265	unit
p290.fee	Double	0	yuan
p290.light	Double	8	degree
p290.hasCheckinLuggage	String	true	boolean
p290.hasDanger	String	false	boolean
p290.updateLight	String	false	boolean
p290.updateBillboard	String	false	boolean
#Passenger p291
p291.traffic	String	true	boolean
p291.flightNo	String	CZ3265	unit
p291.fee	Double	0	yuan
p291.light	Double	6	degree
p291.hasCheckinLuggage	String	true	boolean
p291.hasDanger	String	false	boolean
p291.updateLight	String	false	boolean
p291.updateBillboard	String	false	boolean
#Passenger p292
p292.traffic	String	true	boolean
p292.flightNo	String	CZ3265	unit
p292.fee	Double	0	yuan
p292.light	Double	7	degree
p292.hasCheckinLuggage	String	true	boolean
p292.hasDanger	String	false	boolean
p292.updateLight	String	false	boolean
p292.updateBillboard	String	false	boolean
#Passenger p293
p293.traffic	String	true	boolean
p293.flightNo	String	CZ3265	unit
p293.fee	Double	0	yuan
p293.light	Double	3	degree
